Package Variant,Total Gadgets,Total Introduction Rate,ROP Gadgets,ROP Introduction Rate,JOP Gadgets,JOP Introduction Rate,COP Gadgets,COP Introduction Rate
O2,343, ,274, ,35, ,29
O2-aggressive-instcombine,433,86.6%,325,84.3%,52,100.0%,53,88.7%
O2-argpromotion,433,86.6%,325,84.3%,52,100.0%,53,88.7%
O2-callsite-splitting,441,86.6%,329,84.2%,54,100.0%,54,88.9%
