Package Variant,Practical ROP Exploit,ASLR-Proof Practical ROP Exploit,Simple Turing Completeness
O2,7 of 11,23 of 35,8 of 17
O2-aggressive-instcombine,7 (0),24 (-1),10 (-2)
O2-argpromotion,7 (0),24 (-1),10 (-2)
O2-callsite-splitting,8 (-1),25 (-2),10 (-2)
