Package Variant,Quality ROP Gadgets,Average ROP Gadget Quality,Quality JOP Gadgets,Average JOP Gadget Quality,Quality COP Gadgets,Average COP Gadget Quality
O0,272,1.8272058823529411,191,2.3900523560209423,38,1.75
O1,459 (-187),1.6372549019607843 (0.18995098039215685),54 (137),1.4907407407407407 (0.8993116152802016),19 (19),1.6578947368421053 (0.09210526315789469)
O2,457 (-185),1.87636761487965 (-0.04916173252670886),44 (147),1.5568181818181819 (0.8332341742027605),19 (19),2.8157894736842106 (-1.0657894736842106)
O3,510 (-238),1.8627450980392157 (-0.035539215686274606),53 (138),1.9150943396226414 (0.47495801639830093),17 (21),1.3235294117647058 (0.42647058823529416)
