Package Variant,Quality ROP Gadgets,Average ROP Gadget Quality,Quality JOP Gadgets,Average JOP Gadget Quality,Quality COP Gadgets,Average COP Gadget Quality
O0,4920,1.9354674796747968,2607,2.0771001150747987,2241,1.8132530120481927
O1,9705 (-4785),1.78397733127254 (0.15149014840225683),2056 (551),1.3521400778210118 (0.724960037253787),2645 (-404),1.6079395085066162 (0.20531350354157651)
O2,8778 (-3858),1.7759170653907497 (0.15955041428404715),1815 (792),1.4140495867768594 (0.6630505282979393),2359 (-118),1.6218736752861382 (0.19137933676205443)
O3,9342 (-4422),1.7851102547634339 (0.15035722491136294),1743 (864),1.4033275960986804 (0.6737725189761183),2350 (-109),1.593404255319149 (0.2198487567290437)
