Package Variant,Total Gadgets,Total Introduction Rate,ROP Gadgets,ROP Introduction Rate,JOP Gadgets,JOP Introduction Rate,COP Gadgets,COP Introduction Rate
O0,9854, ,4920, ,2607, ,2241
O1,14588,97.2%,9705,97.2%,2056,97.3%,2645,97.3%
O2,13120,96.7%,8778,96.7%,1815,97.1%,2359,97.0%
O3,13588,96.9%,9342,97.0%,1743,97.0%,2350,97.0%
