Package Variant,Practical ROP Exploit,ASLR-Proof Practical ROP Exploit,Simple Turing Completeness
O2,10 of 11,33 of 35,17 of 17
O2-aggressive-instcombine,9 (1),34 (-1),16 (1)
O2-argpromotion,9 (1),34 (-1),16 (1)
O2-callsite-splitting,9 (1),34 (-1),16 (1)
