Package Variant,Total Gadgets,Total Introduction Rate,ROP Gadgets,ROP Introduction Rate,JOP Gadgets,JOP Introduction Rate,COP Gadgets,COP Introduction Rate
O2,6209, ,2642, ,868, ,2597
O2-aggressive-instcombine,6481,89.8%,3319,86.4%,1344,94.0%,1692,93.4%
O2-argpromotion,6481,89.8%,3319,86.4%,1344,94.0%,1692,93.4%
O2-callsite-splitting,6469,89.8%,3313,86.4%,1343,94.0%,1694,93.4%
