Package Variant,Total Gadgets,Total Introduction Rate,ROP Gadgets,ROP Introduction Rate,JOP Gadgets,JOP Introduction Rate,COP Gadgets,COP Introduction Rate
O0,5289, ,1763, ,815, ,2640
O1,5448,97.3%,1825,95.6%,610,95.4%,2938,98.8%
O2,6414,97.9%,1939,96.1%,767,96.9%,3608,99.1%
O3,6967,97.7%,1821,95.3%,774,96.3%,4271,99.0%
