Package Variant,Quality ROP Gadgets,Average ROP Gadget Quality,Quality JOP Gadgets,Average JOP Gadget Quality,Quality COP Gadgets,Average COP Gadget Quality
O0,1763,1.751843448667045,815,1.636196319018405,2640,1.656628787878788
O1,1825 (-62),1.306027397260274 (0.44581605140677083),610 (205),1.631967213114754 (0.004229105903650998),2938 (-298),2.1478897208985703 (-0.49126093301978235)
O2,1939 (-176),1.4494584837545126 (0.3023849649125323),767 (48),1.863102998696219 (-0.22690667967781408),3608 (-968),1.8220620842572062 (-0.1654332963784182)
O3,1821 (-58),1.3632619439868203 (0.38858150468022457),774 (41),1.5865633074935401 (0.04963301152486488),4271 (-1631),1.8081245609927417 (-0.15149577311395368)
