Package Variant,Quality ROP Gadgets,Average ROP Gadget Quality,Quality JOP Gadgets,Average JOP Gadget Quality,Quality COP Gadgets,Average COP Gadget Quality
O0,3172,1.903688524590164,1313,1.8267326732673268,1809,1.728579325594251
O1,2989 (183),1.7193041150886583 (0.1843844095015057),1036 (277),1.6472007722007722 (0.1795319010665546),1786 (23),1.7259238521836506 (0.002655473410600351)
O2,2928 (244),1.7949112021857923 (0.10877732240437177),1172 (141),1.6484641638225257 (0.1782685094448011),2437 (-628),1.824784571194091 (-0.09620524559984012)
O3,2871 (301),1.7318007662835249 (0.17188775830663916),963 (350),1.5212876427829698 (0.305445030484357),2678 (-869),1.8261762509335324 (-0.09759692533928144)
