Special Purpose Gadget Introduction Data
Package Variant,Syscall Gadgets,Syscall Gadget Introduction Rate,JOP Dispatcher Gadgets,JOP Dispatcher Gadget Introduction Rate,JOP Dataloader Gadgets,JOP Dataloader Gadget Introduction Rate,JOP Initializer Gadgets,JOP Initializer Gadget Introduction Rate,JOP Trampoline Gadgets,JOP Trampoline Gadget Introduction Rate,COP Dispatcher Gadgets,COP Dispatcher Gadget Introduction Rate,COP Dataloader Gadgets,COP Dataloader Gadget Introduction Rate,COP Initializer Gadgets,COP Initializer Gadget Introduction Rate,COP Strong Trampoline Gadgets,COP Strong Trampoline Gadget Introduction Rate,COP Intra-stack Pivot Gadgets,COP Intra-stack Pivot Gadget Introduction Rate
O0,12, ,7, ,34, ,0, ,1, ,21, ,20, ,0, ,0, ,4
O1,16,50.0%,11,100.0%,15,93.3%,0,0.0%,1,0.0%,14,100.0%,26,100.0%,0,0.0%,0,0.0%,31,100.0%
O2,14,42.9%,13,100.0%,53,98.1%,0,0.0%,4,75.0%,15,100.0%,22,100.0%,0,0.0%,0,0.0%,7,100.0%
O3,13,30.8%,4,100.0%,38,97.4%,0,0.0%,3,66.7%,13,100.0%,24,100.0%,0,0.0%,0,0.0%,4,100.0%
