Package Variant,Total Gadgets,Total Introduction Rate,ROP Gadgets,ROP Introduction Rate,JOP Gadgets,JOP Introduction Rate,COP Gadgets,COP Introduction Rate
O1,151, ,127, ,5, ,15
O1_fcse_follow_jumps,143,16.8%,121,9.1%,6,16.7%,13,84.6%
O1_foptimize_sibling_calls,153,3.3%,126,0.0%,8,62.5%,15,0.0%
O1_fpeephole2,134,38.1%,121,35.5%,7,42.9%,5,100.0%
O1_fstore_merging,151,0.0%,127,0.0%,5,0.0%,15,0.0%
