Package Variant,Total Gadgets,Total Introduction Rate,ROP Gadgets,ROP Introduction Rate,JOP Gadgets,JOP Introduction Rate,COP Gadgets,COP Introduction Rate
O3,739, ,606, ,65, ,66
O3-no-tail-call-elim,707,49.2%,507,31.0%,104,93.3%,92,97.8%
