Package Variant,Quality ROP Gadgets,Average ROP Gadget Quality,Quality JOP Gadgets,Average JOP Gadget Quality,Quality COP Gadgets,Average COP Gadget Quality
O3,606,1.5973597359735974,65,1.1,66,0.9545454545454546
O3-no-tail-call-elim,507 (99),1.4832347140039448 (0.11412502196965257),104 (-39),1.8605769230769231 (-0.760576923076923),92 (-26),1.940217391304348 (-0.9856719367588933)
