Package Variant,Quality ROP Gadgets,Average ROP Gadget Quality,Quality JOP Gadgets,Average JOP Gadget Quality,Quality COP Gadgets,Average COP Gadget Quality
O0,4198,1.9250833730347785,2319,2.1666666666666665,2634,1.921032649962035
O1,3341 (857),1.7400478898533374 (0.18503548318144114),1454 (865),2.205295735900963 (-0.03862906923429632),3845 (-1211),2.059947984395319 (-0.13891533443328385)
O2,2810 (1388),1.6839857651245551 (0.2410976079102234),1851 (468),1.987034035656402 (0.1796326310102645),3615 (-981),2.079253112033195 (-0.15822046207116025)
O3,3023 (1175),1.6389348329474032 (0.28614854008737534),1718 (601),2.0864377182770664 (0.08022894838960015),3728 (-1094),2.1223175965665235 (-0.2012849466044886)
