Package Variant,Total Gadgets,Total Introduction Rate,ROP Gadgets,ROP Introduction Rate,JOP Gadgets,JOP Introduction Rate,COP Gadgets,COP Introduction Rate
O3,954, ,658, ,209, ,68
O3-no-tail-call-elim,909,26.4%,641,14.4%,192,50.5%,64,75.0%
