Package Variant,Quality ROP Gadgets,Average ROP Gadget Quality,Quality JOP Gadgets,Average JOP Gadget Quality,Quality COP Gadgets,Average COP Gadget Quality
O0,105,1.4666666666666666,7,2.5,0,0.0
O0_fomit_frame_pointer,100 (5),1.475 (-0.008333333333333526),7 (0),1.0 (1.5),2 (-2),0.75 (-0.75)
O0_tailcallelim,96 (9),1.4114583333333333 (0.055208333333333304),1 (6),0.0 (2.5),6 (-6),1.9166666666666667 (-1.9166666666666667)
