Special Purpose Gadget Counts + Introduction
Package Variant,Syscall Gadgets,JOP Dispatcher Gadgets,JOP Dataloader Gadgets,JOP Initializers,JOP Trampolines,COP Dispatcher Gadgets,COP Dataloader Gadgets,COP Initializers,COP Strong Trampoline Gadgets,COP Intra-stack Pivot Gadgets
O0,83,30,12,0,4,23,17,0,0,1
O0_fomit_frame_pointer,82 (1; 1.2%),30 (0; 0.0%),15 (-3; -25.0%),0 (0; 0.0%),4 (0; 0.0%),39 (-16; -69.6%),16 (1; 5.9%),0 (0; 0.0%),0 (0; 0.0%),3 (-2; -200.0%)
O0_tailcallelim,81 (2; 2.4%),24 (6; 20.0%),15 (-3; -25.0%),0 (0; 0.0%),6 (-2; -50.0%),22 (1; 4.3%),9 (8; 47.1%),0 (0; 0.0%),0 (0; 0.0%),1 (0; 0.0%)
