Package Variant,Quality ROP Gadgets,Average ROP Gadget Quality,Quality JOP Gadgets,Average JOP Gadget Quality,Quality COP Gadgets,Average COP Gadget Quality
O0,2152,1.8199349442379182,949,2.158587987355111,875,2.073714285714286
O0_fomit_frame_pointer,2423 (-271),1.891456871646719 (-0.07152192740880081),1088 (-139),2.3690257352941178 (-0.21043774793900694),1056 (-181),2.288825757575758 (-0.21511147186147195)
O0_tailcallelim,2014 (138),1.8244786494538232 (-0.0045437052159049696),844 (105),2.0716824644549763 (0.08690552290013454),1017 (-142),2.0467059980334317 (0.02700828768085417)
