Package Variant,Quality ROP Gadgets,Average ROP Gadget Quality,Quality JOP Gadgets,Average JOP Gadget Quality,Quality COP Gadgets,Average COP Gadget Quality
O0,2086,1.673777564717162,944,1.8993644067796611,1504,1.8101728723404256
O1,2027 (59),1.6250616674888998 (0.048715897228262195),1021 (-77),2.004407443682664 (-0.10504303690300287),1245 (259),1.582730923694779 (0.22744194864564649)
O2,2224 (-138),1.6079136690647482 (0.0658638956524138),1158 (-214),1.7862694300518134 (0.11309497672784774),1424 (80),1.7117275280898876 (0.09844534425053797)
O3,2308 (-222),1.6880415944540728 (-0.014264029736910766),1250 (-306),1.7604 (0.13896440677966115),1743 (-239),1.6603557085484797 (0.14981716379194587)
