Package Variant,Total Gadgets,Total Introduction Rate,ROP Gadgets,ROP Introduction Rate,JOP Gadgets,JOP Introduction Rate,COP Gadgets,COP Introduction Rate
O0,4640, ,2086, ,944, ,1504
O1,4363,92.5%,2027,89.4%,1021,94.1%,1245,96.0%
O2,4879,93.2%,2224,90.2%,1158,94.7%,1424,96.4%
O3,5392,93.4%,2308,90.3%,1250,94.6%,1743,96.6%
