Special Purpose Gadget Introduction Data
Package Variant,Syscall Gadgets,Syscall Gadget Introduction Rate,JOP Dispatcher Gadgets,JOP Dispatcher Gadget Introduction Rate,JOP Dataloader Gadgets,JOP Dataloader Gadget Introduction Rate,JOP Initializer Gadgets,JOP Initializer Gadget Introduction Rate,JOP Trampoline Gadgets,JOP Trampoline Gadget Introduction Rate,COP Dispatcher Gadgets,COP Dispatcher Gadget Introduction Rate,COP Dataloader Gadgets,COP Dataloader Gadget Introduction Rate,COP Initializer Gadgets,COP Initializer Gadget Introduction Rate,COP Strong Trampoline Gadgets,COP Strong Trampoline Gadget Introduction Rate,COP Intra-stack Pivot Gadgets,COP Intra-stack Pivot Gadget Introduction Rate
O0,4, ,12, ,24, ,0, ,3, ,40, ,20, ,0, ,0, ,3
O1,3,33.3%,15,100.0%,19,94.7%,0,0.0%,2,100.0%,11,100.0%,11,100.0%,0,0.0%,0,0.0%,9,100.0%
O2,4,50.0%,9,100.0%,33,97.0%,0,0.0%,1,100.0%,9,100.0%,13,92.3%,0,0.0%,0,0.0%,4,100.0%
O3,5,60.0%,14,100.0%,43,97.7%,0,0.0%,1,100.0%,13,100.0%,10,100.0%,0,0.0%,0,0.0%,5,100.0%
