Package Variant,Quality ROP Gadgets,Average ROP Gadget Quality,Quality JOP Gadgets,Average JOP Gadget Quality,Quality COP Gadgets,Average COP Gadget Quality
O0,392,1.378826530612245,74,2.0,122,1.5368852459016393
O1,576 (-184),1.7717013888888888 (-0.3928748582766439),63 (11),2.1984126984126986 (-0.1984126984126986),53 (69),2.518867924528302 (-0.9819826786266628)
O2,573 (-181),1.9232111692844678 (-0.5443846386722229),89 (-15),1.6067415730337078 (0.3932584269662922),54 (68),1.7407407407407407 (-0.20385549483910137)
O3,674 (-282),1.7915430267062316 (-0.41271649609398664),100 (-26),1.54 (0.45999999999999996),65 (57),1.8615384615384616 (-0.32465321563682226)
