Package Variant,Quality ROP Gadgets,Average ROP Gadget Quality,Quality JOP Gadgets,Average JOP Gadget Quality,Quality COP Gadgets,Average COP Gadget Quality
O0,268,1.7611940298507462,60,2.375,91,1.3131868131868132
O1,413 (-145),1.6053268765133173 (0.15586715333742895),72 (-12),1.8541666666666667 (0.5208333333333333),97 (-6),1.5618556701030928 (-0.2486688569162796)
O2,349 (-81),1.689111747851003 (0.07208228199974331),77 (-17),1.8051948051948052 (0.5698051948051948),117 (-26),1.4786324786324787 (-0.16544566544566552)
O3,373 (-105),1.6943699731903485 (0.0668240566603977),69 (-9),2.028985507246377 (0.34601449275362306),113 (-22),1.407079646017699 (-0.0938928328308859)
