Package Variant,Practical ROP Exploit,ASLR-Proof Practical ROP Exploit,Simple Turing Completeness
O0,5 of 11,10 of 35,4 of 17
O1,8 (-3),28 (-18),11 (-7)
O2,8 (-3),28 (-18),11 (-7)
O3,7 (-2),26 (-16),10 (-6)
