Package Variant,Quality ROP Gadgets,Average ROP Gadget Quality,Quality JOP Gadgets,Average JOP Gadget Quality,Quality COP Gadgets,Average COP Gadget Quality
O0,341,1.747800586510264,311,2.6061093247588425,100,1.81
O1,328 (13),2.163109756097561 (-0.415309169587297),124 (187),1.3870967741935485 (1.219012550565294),95 (5),1.6473684210526316 (0.16263157894736846)
O2,304 (37),1.7171052631578947 (0.03069532335236924),90 (221),1.5722222222222222 (1.0338871025366203),71 (29),1.1690140845070423 (0.6409859154929578)
O3,380 (-39),1.6710526315789473 (0.07674795493131659),127 (184),1.2992125984251968 (1.3068967263336457),54 (46),1.4074074074074074 (0.4025925925925926)
