Package Variant,Practical ROP Exploit,ASLR-Proof Practical ROP Exploit,Simple Turing Completeness
O2,7 of 11,26 of 35,10 of 17
O2-aggressive-instcombine,7 (0),17 (9),9 (1)
O2-argpromotion,7 (0),17 (9),9 (1)
O2-callsite-splitting,7 (0),17 (9),9 (1)
