Package Variant,Practical ROP Exploit,ASLR-Proof Practical ROP Exploit,Simple Turing Completeness
O1,10 of 11,33 of 35,16 of 17
O1-constmerge,9 (1),33 (0),16 (0)
O1-elim-avail-extern,9 (1),33 (0),16 (0)
O1-gvn,9 (1),33 (0),16 (0)
O1-inline,9 (1),33 (0),16 (0)
O1-mldst-motion,9 (1),33 (0),16 (0)
O1-slp-vectorizer,9 (1),33 (0),16 (0)
