Package Variant,Quality ROP Gadgets,Average ROP Gadget Quality,Quality JOP Gadgets,Average JOP Gadget Quality,Quality COP Gadgets,Average COP Gadget Quality
O2,2810,1.6839857651245551,1851,1.987034035656402,3615,2.079253112033195
O2_fipa_cp_clone,2783 (27),1.678584261588214 (0.005401503536341057),1839 (12),2.113648722131593 (-0.12661468647519114),3580 (35),2.1079608938547487 (-0.028707781821553535)
