Special Purpose Gadget Counts + Introduction
Package Variant,Syscall Gadgets,JOP Dispatcher Gadgets,JOP Dataloader Gadgets,JOP Initializers,JOP Trampolines,COP Dispatcher Gadgets,COP Dataloader Gadgets,COP Initializers,COP Strong Trampoline Gadgets,COP Intra-stack Pivot Gadgets
O2,62,39,114,0,4,53,53,0,0,19
O2_fipa_cp_clone,61 (1; 1.6%),23 (16; 41.0%),118 (-4; -3.5%),0 (0; 0.0%),10 (-6; -150.0%),56 (-3; -5.7%),55 (-2; -3.8%),0 (0; 0.0%),0 (0; 0.0%),22 (-3; -15.8%)
