Package Variant,Total Gadgets,Total Introduction Rate,ROP Gadgets,ROP Introduction Rate,JOP Gadgets,JOP Introduction Rate,COP Gadgets,COP Introduction Rate
O2,8620, ,2810, ,1851, ,3615
O2_fipa_cp_clone,8547,47.8%,2783,23.8%,1839,75.6%,3580,52.3%
