Package Variant,Practical ROP Exploit,ASLR-Proof Practical ROP Exploit,Simple Turing Completeness
O1,6 of 11,22 of 35,7 of 17
O1_fcse_follow_jumps,7 (-1),22 (0),8 (-1)
O1_foptimize_sibling_calls,7 (-1),23 (-1),7 (0)
O1_fpeephole2,5 (1),25 (-3),8 (-1)
O1_fstore_merging,6 (0),22 (0),7 (0)
