Package Variant,Quality ROP Gadgets,Average ROP Gadget Quality,Quality JOP Gadgets,Average JOP Gadget Quality,Quality COP Gadgets,Average COP Gadget Quality
O1,2925,1.7523076923076923,1507,1.1675514266755143,1389,1.607631389488841
O1_foptimize_sibling_calls,2925 (0),1.7523076923076923 (0.0),1507 (0),1.1675514266755143 (0.0),1389 (0),1.607631389488841 (0.0)
