Package Variant,Total Gadgets,Total Introduction Rate,ROP Gadgets,ROP Introduction Rate,JOP Gadgets,JOP Introduction Rate,COP Gadgets,COP Introduction Rate
O1,1942, ,1240, ,399, ,274
O1_fcse_follow_jumps,1899,50.6%,1251,36.7%,323,76.2%,300,78.7%
O1_foptimize_sibling_calls,1934,52.3%,1270,37.4%,341,76.2%,291,86.3%
O1_fpeephole2,1811,59.0%,1251,45.8%,271,88.9%,272,88.6%
O1_fstore_merging,1906,52.4%,1279,38.9%,321,77.9%,277,81.6%
