Special Purpose Gadget Counts + Introduction
Package Variant,Syscall Gadgets,JOP Dispatcher Gadgets,JOP Dataloader Gadgets,JOP Initializers,JOP Trampolines,COP Dispatcher Gadgets,COP Dataloader Gadgets,COP Initializers,COP Strong Trampoline Gadgets,COP Intra-stack Pivot Gadgets
O0,14,35,41,0,1,103,42,0,0,7
O0_fomit_frame_pointer,13 (1; 7.1%),39 (-4; -11.4%),38 (3; 7.3%),0 (0; 0.0%),2 (-1; -100.0%),86 (17; 16.5%),46 (-4; -9.5%),0 (0; 0.0%),0 (0; 0.0%),5 (2; 28.6%)
O0_fshrink_wrap,22 (-8; -57.1%),32 (3; 8.6%),55 (-14; -34.1%),0 (0; 0.0%),5 (-4; -400.0%),116 (-13; -12.6%),56 (-14; -33.3%),0 (0; 0.0%),0 (0; 0.0%),5 (2; 28.6%)
