Package Variant,Quality ROP Gadgets,Average ROP Gadget Quality,Quality JOP Gadgets,Average JOP Gadget Quality,Quality COP Gadgets,Average COP Gadget Quality
O0,8906,2.0259937121041993,3814,2.229024646040902,3179,1.8095312991506762
O0_fomit_frame_pointer,7956 (950),2.004713423831071 (0.021280288273128445),3212 (602),2.1995641344956414 (0.029460511545260637),2925 (254),1.7851282051282051 (0.024403094022471095)
O0_fshrink_wrap,8920 (-14),2.034977578475336 (-0.008983866371136795),3522 (292),2.221039182282794 (0.007985463758108047),3666 (-487),1.920621931260229 (-0.11109063210955283)
