Package Variant,Practical ROP Exploit,ASLR-Proof Practical ROP Exploit,Simple Turing Completeness
O1,10 of 11,34 of 35,17 of 17
O1_fcse_follow_jumps,11 (-1),35 (-1),17 (0)
O1_foptimize_sibling_calls,11 (-1),35 (-1),17 (0)
O1_fpeephole2,10 (0),34 (0),17 (0)
O1_fstore_merging,11 (-1),35 (-1),17 (0)
