Package Variant,Total Gadgets,Total Introduction Rate,ROP Gadgets,ROP Introduction Rate,JOP Gadgets,JOP Introduction Rate,COP Gadgets,COP Introduction Rate
O2,6932, ,3280, ,1769, ,1702
O2_fipa_cp_clone,7113,51.7%,3356,30.9%,1809,77.1%,1793,63.5%
