Package Variant,Quality ROP Gadgets,Average ROP Gadget Quality,Quality JOP Gadgets,Average JOP Gadget Quality,Quality COP Gadgets,Average COP Gadget Quality
O0,282,1.7659574468085106,29,0.9310344827586207,28,0.9821428571428571
O1,480 (-198),1.6708333333333334 (0.09512411347517724),158 (-129),1.7943037974683544 (-0.8632693147097338),93 (-65),2.2096774193548385 (-1.2275345622119813)
O2,655 (-373),1.5633587786259542 (0.20259866818255645),173 (-144),1.3034682080924855 (-0.3724337253338649),34 (-6),1.911764705882353 (-0.9296218487394959)
O3,658 (-376),1.581306990881459 (0.18465045592705165),209 (-180),1.430622009569378 (-0.49958752681075735),68 (-40),2.5661764705882355 (-1.5840336134453783)
