Package Variant,Total Gadgets,Total Introduction Rate,ROP Gadgets,ROP Introduction Rate,JOP Gadgets,JOP Introduction Rate,COP Gadgets,COP Introduction Rate
O0,340, ,282, ,29, ,28
O1,737,95.4%,480,93.1%,158,99.4%,93,100.0%
O2,875,96.5%,655,95.3%,173,100.0%,34,100.0%
O3,954,96.4%,658,95.0%,209,99.5%,68,100.0%
