Special Purpose Gadget Counts + Introduction
Package Variant,Syscall Gadgets,JOP Dispatcher Gadgets,JOP Dataloader Gadgets,JOP Initializers,JOP Trampolines,COP Dispatcher Gadgets,COP Dataloader Gadgets,COP Initializers,COP Strong Trampoline Gadgets,COP Intra-stack Pivot Gadgets
O0,3,3,1,0,0,1,0,0,0,0
O0_fomit_frame_pointer,1 (2; 66.7%),4 (-1; -33.3%),1 (0; 0.0%),0 (0; 0.0%),0 (0; 0.0%),1 (0; 0.0%),1 (-1; 0.0%),0 (0; 0.0%),0 (0; 0.0%),0 (0; 0.0%)
O0_tailcallelim,0 (3; 100.0%),4 (-1; -33.3%),1 (0; 0.0%),0 (0; 0.0%),0 (0; 0.0%),1 (0; 0.0%),0 (0; 0.0%),0 (0; 0.0%),0 (0; 0.0%),0 (0; 0.0%)
