Package Variant,Total Gadgets,Total Introduction Rate,ROP Gadgets,ROP Introduction Rate,JOP Gadgets,JOP Introduction Rate,COP Gadgets,COP Introduction Rate
O0,220, ,166, ,25, ,26
O1,304,90.5%,269,89.2%,18,100.0%,15,100.0%
O2,310,90.6%,265,89.1%,21,100.0%,21,100.0%
O3,316,90.5%,263,89.0%,20,100.0%,32,96.9%
