Package Variant,Quality ROP Gadgets,Average ROP Gadget Quality,Quality JOP Gadgets,Average JOP Gadget Quality,Quality COP Gadgets,Average COP Gadget Quality
O0,166,1.5933734939759037,25,2.76,26,1.8269230769230769
O1,269 (-103),1.6133828996282529 (-0.02000940565234921),18 (7),1.7222222222222223 (1.0377777777777775),15 (11),1.6666666666666667 (0.16025641025641013)
O2,265 (-99),1.5867924528301887 (0.006581041145715005),21 (4),1.0952380952380953 (1.6647619047619044),21 (5),1.7857142857142858 (0.04120879120879106)
O3,263 (-97),1.55893536121673 (0.03443813275917362),20 (5),1.525 (1.2349999999999999),32 (-6),2.90625 (-1.0793269230769231)
