Package Variant,Total Gadgets,Total Introduction Rate,ROP Gadgets,ROP Introduction Rate,JOP Gadgets,JOP Introduction Rate,COP Gadgets,COP Introduction Rate
O0,88, ,65, ,15, ,6
O0_fomit_frame_pointer,80,57.5%,66,51.5%,5,80.0%,7,100.0%
O0_fshrink_wrap,88,0.0%,65,0.0%,15,0.0%,6,0.0%
