Package Variant,Quality ROP Gadgets,Average ROP Gadget Quality,Quality JOP Gadgets,Average JOP Gadget Quality,Quality COP Gadgets,Average COP Gadget Quality
O0,65,1.4461538461538461,15,0.9666666666666667,6,2.1666666666666665
O0_fomit_frame_pointer,66 (-1),1.8636363636363635 (-0.4174825174825174),5 (10),1.7 (-0.7333333333333333),7 (-1),0.5 (1.6666666666666665)
O0_fshrink_wrap,65 (0),1.4461538461538461 (0.0),15 (0),0.9666666666666667 (0.0),6 (0),2.1666666666666665 (0.0)
