Package Variant,Quality ROP Gadgets,Average ROP Gadget Quality,Quality JOP Gadgets,Average JOP Gadget Quality,Quality COP Gadgets,Average COP Gadget Quality
O0,2955,1.7341793570219965,969,1.9313725490196079,1014,2.0236686390532546
O0_fomit_frame_pointer,2329 (626),1.919278660369257 (-0.18509930334726055),1319 (-350),2.1956027293404095 (-0.2642301803208016),1102 (-88),2.015880217785844 (0.007788421267410417)
O0_fshrink_wrap,2991 (-36),1.7624540287529253 (-0.02827467173092879),967 (2),2.0227507755946226 (-0.09137822657501471),1040 (-26),2.0509615384615385 (-0.027292899408283944)
