Special Purpose Gadget Counts + Introduction
Package Variant,Syscall Gadgets,JOP Dispatcher Gadgets,JOP Dataloader Gadgets,JOP Initializers,JOP Trampolines,COP Dispatcher Gadgets,COP Dataloader Gadgets,COP Initializers,COP Strong Trampoline Gadgets,COP Intra-stack Pivot Gadgets
O0,84,8,17,0,0,43,22,0,0,2
O0_fomit_frame_pointer,82 (2; 2.4%),14 (-6; -75.0%),31 (-14; -82.4%),0 (0; 0.0%),5 (-5; 0.0%),37 (6; 14.0%),28 (-6; -27.3%),0 (0; 0.0%),0 (0; 0.0%),1 (1; 50.0%)
O0_fshrink_wrap,89 (-5; -6.0%),11 (-3; -37.5%),18 (-1; -5.9%),0 (0; 0.0%),1 (-1; 0.0%),35 (8; 18.6%),28 (-6; -27.3%),0 (0; 0.0%),0 (0; 0.0%),1 (1; 50.0%)
