Package Variant,Quality ROP Gadgets,Average ROP Gadget Quality,Quality JOP Gadgets,Average JOP Gadget Quality,Quality COP Gadgets,Average COP Gadget Quality
O0,166,1.5933734939759037,25,2.76,26,1.8269230769230769
O0_fomit_frame_pointer,205 (-39),1.7609756097560976 (-0.1676021157801939),23 (2),1.934782608695652 (0.8252173913043477),26 (0),1.7307692307692308 (0.09615384615384603)
O0_tailcallelim,190 (-24),1.55 (0.04337349397590362),37 (-12),2.689189189189189 (0.07081081081081075),15 (11),2.3666666666666667 (-0.5397435897435898)
