Package Variant,Practical ROP Exploit,ASLR-Proof Practical ROP Exploit,Simple Turing Completeness
O0,6 of 11,20 of 35,5 of 17
O0_fomit_frame_pointer,6 (0),22 (-2),6 (-1)
O0_tailcallelim,7 (-1),22 (-2),7 (-2)
