Package Variant,Total Gadgets,Total Introduction Rate,ROP Gadgets,ROP Introduction Rate,JOP Gadgets,JOP Introduction Rate,COP Gadgets,COP Introduction Rate
O0,8146, ,2267, ,2127, ,3606
O1,10054,97.3%,3584,97.3%,2465,97.5%,3685,97.0%
O2,9125,97.3%,3426,96.8%,2074,97.3%,3368,97.5%
O3,9162,97.4%,3383,97.3%,1959,97.3%,3588,97.5%
