Package Variant,Quality ROP Gadgets,Average ROP Gadget Quality,Quality JOP Gadgets,Average JOP Gadget Quality,Quality COP Gadgets,Average COP Gadget Quality
O0,628,1.9864649681528663,203,1.5985221674876848,187,1.2486631016042782
O1,720 (-92),1.7326388888888888 (0.2538260792639775),159 (44),2.00314465408805 (-0.40462248660036537),173 (14),2.115606936416185 (-0.866943834811907)
O2,827 (-199),1.620918984280532 (0.3655459838723343),169 (34),1.7248520710059172 (-0.12632990351823237),155 (32),2.003225806451613 (-0.7545627048473349)
O3,944 (-316),1.5746822033898304 (0.4117827647630359),302 (-99),1.8774834437086092 (-0.27896127622092437),220 (-33),1.675 (-0.42633689839572186)
