Package Variant,Quality ROP Gadgets,Average ROP Gadget Quality,Quality JOP Gadgets,Average JOP Gadget Quality,Quality COP Gadgets,Average COP Gadget Quality
O0,59,1.6694915254237288,7,1.9285714285714286,3,1.5
O0_fomit_frame_pointer,66 (-7),1.871212121212121 (-0.2017205957883923),5 (2),1.6 (0.3285714285714285),4 (-1),0.875 (0.625)
O0_tailcallelim,68 (-9),1.5073529411764706 (0.16213858424725824),10 (-3),1.25 (0.6785714285714286),5 (-2),0.9 (0.6)
