Package Variant,Total Gadgets,Total Introduction Rate,ROP Gadgets,ROP Introduction Rate,JOP Gadgets,JOP Introduction Rate,COP Gadgets,COP Introduction Rate
O0,71, ,59, ,7, ,3
O0_fomit_frame_pointer,77,62.3%,66,62.1%,5,60.0%,4,75.0%
O0_tailcallelim,84,46.4%,68,39.7%,10,80.0%,5,80.0%
