Package Variant,Quality ROP Gadgets,Average ROP Gadget Quality,Quality JOP Gadgets,Average JOP Gadget Quality,Quality COP Gadgets,Average COP Gadget Quality
O1,2209,1.6534631054775917,841,1.629013079667063,1227,1.6682966585167074
O1-constmerge,1435 (774),1.6114982578397212 (0.04196484763787045),662 (179),1.4954682779456194 (0.13354480172144356),1056 (171),1.3541666666666667 (0.31412999185004065)
O1-elim-avail-extern,1415 (794),1.608833922261484 (0.04462918321610765),654 (187),1.503822629969419 (0.12519044969764392),1033 (194),1.3891577928363987 (0.27913886568030866)
O1-gvn,1409 (800),1.6110716820440028 (0.042391423433588926),640 (201),1.25859375 (0.37041932966706304),999 (228),1.397897897897898 (0.2703987606188094)
O1-inline,1407 (802),1.59772565742715 (0.055737448050441785),666 (175),1.3903903903903905 (0.23862268927667252),1004 (223),1.3147410358565736 (0.35355562266013374)
O1-mldst-motion,1426 (783),1.6041374474053296 (0.04932565807226208),660 (181),1.496969696969697 (0.13204338269736593),1054 (173),1.3500948766603416 (0.31820178185636583)
O1-slp-vectorizer,1422 (787),1.6082981715893108 (0.04516493388828091),658 (183),1.4300911854103344 (0.19892189425672857),1039 (188),1.3642925890279114 (0.304004069488796)
