Package Variant,Practical ROP Exploit,ASLR-Proof Practical ROP Exploit,Simple Turing Completeness
O1,9 of 11,33 of 35,15 of 17
O1-constmerge,9 (0),33 (0),15 (0)
O1-elim-avail-extern,9 (0),32 (1),14 (1)
O1-gvn,10 (-1),33 (0),15 (0)
O1-inline,10 (-1),33 (0),15 (0)
O1-mldst-motion,9 (0),32 (1),14 (1)
O1-slp-vectorizer,9 (0),32 (1),14 (1)
