Package Variant,Total Gadgets,Total Introduction Rate,ROP Gadgets,ROP Introduction Rate,JOP Gadgets,JOP Introduction Rate,COP Gadgets,COP Introduction Rate
O1,4368, ,2209, ,841, ,1227
O1-constmerge,3208,94.1%,1435,92.0%,662,94.7%,1056,96.4%
O1-elim-avail-extern,3153,94.0%,1415,91.9%,654,94.6%,1033,96.4%
O1-gvn,3093,94.0%,1409,92.1%,640,94.5%,999,96.3%
O1-inline,3124,93.9%,1407,91.6%,666,94.7%,1004,96.3%
O1-mldst-motion,3194,94.1%,1426,91.9%,660,94.7%,1054,96.5%
O1-slp-vectorizer,3166,93.9%,1422,91.6%,658,94.7%,1039,96.4%
