Package Variant,Quality ROP Gadgets,Average ROP Gadget Quality,Quality JOP Gadgets,Average JOP Gadget Quality,Quality COP Gadgets,Average COP Gadget Quality
O1,701,1.6968616262482168,121,2.37603305785124,165,1.8909090909090909
O1_foptimize_sibling_calls,701 (0),1.6968616262482168 (0.0),121 (0),2.37603305785124 (0.0),165 (0),1.8909090909090909 (0.0)
