Package Variant,Total Gadgets,Total Introduction Rate,ROP Gadgets,ROP Introduction Rate,JOP Gadgets,JOP Introduction Rate,COP Gadgets,COP Introduction Rate
O3,13588, ,9342, ,1743, ,2350
O3-no-tail-call-elim,18999,77.4%,9746,65.3%,4123,95.3%,4832,85.2%
