Package Variant,Quality ROP Gadgets,Average ROP Gadget Quality,Quality JOP Gadgets,Average JOP Gadget Quality,Quality COP Gadgets,Average COP Gadget Quality
O0,2152,1.8199349442379182,949,2.158587987355111,875,2.073714285714286
O1,2963 (-811),1.6962537968275397 (0.1236811474103785),1289 (-340),2.0162916989914663 (0.1422962883636445),1136 (-261),2.066461267605634 (0.007253018108651865)
O2,2786 (-634),1.6660086145010768 (0.1539263297368414),1276 (-327),2.0470219435736676 (0.11156604378144319),1033 (-158),2.0188770571151986 (0.05483722859908724)
O3,2839 (-687),1.7205001761183516 (0.09943476811956664),1366 (-417),2.020497803806735 (0.13809018354837566),998 (-123),1.968937875751503 (0.10477640996278281)
