Package Variant,Total Gadgets,Total Introduction Rate,ROP Gadgets,ROP Introduction Rate,JOP Gadgets,JOP Introduction Rate,COP Gadgets,COP Introduction Rate
O0,4146, ,2152, ,949, ,875
O1,5596,85.2%,2963,76.2%,1289,98.1%,1136,98.3%
O2,5296,84.5%,2786,74.6%,1276,98.4%,1033,98.9%
O3,5400,84.9%,2839,75.4%,1366,98.0%,998,98.9%
