Package Variant,Practical ROP Exploit,ASLR-Proof Practical ROP Exploit,Simple Turing Completeness
O1,11 of 11,34 of 35,16 of 17
O1_fcse_follow_jumps,9 (2),34 (0),17 (-1)
O1_foptimize_sibling_calls,11 (0),35 (-1),17 (-1)
O1_fpeephole2,10 (1),35 (-1),17 (-1)
O1_fstore_merging,9 (2),34 (0),16 (0)
