Package Variant,Quality ROP Gadgets,Average ROP Gadget Quality,Quality JOP Gadgets,Average JOP Gadget Quality,Quality COP Gadgets,Average COP Gadget Quality
O2,122,1.4385245901639345,6,0.5,4,2.0
O2_fipa_cp_clone,122 (0),1.4385245901639345 (0.0),6 (0),0.5 (0.0),4 (0),2.0 (0.0)
