Package Variant,Quality ROP Gadgets,Average ROP Gadget Quality,Quality JOP Gadgets,Average JOP Gadget Quality,Quality COP Gadgets,Average COP Gadget Quality
O3,840,1.588095238095238,204,1.661764705882353,183,1.5491803278688525
O3-no-tail-call-elim,810 (30),1.6364197530864197 (-0.04832451499118173),198 (6),1.6994949494949494 (-0.03773024361259636),197 (-14),1.6598984771573604 (-0.11071814928850787)
