Package Variant,Total Gadgets,Total Introduction Rate,ROP Gadgets,ROP Introduction Rate,JOP Gadgets,JOP Introduction Rate,COP Gadgets,COP Introduction Rate
O0,16142, ,8906, ,3814, ,3179
O1,13512,96.1%,9443,95.9%,1371,95.9%,2561,97.1%
O2,15139,96.8%,9757,96.5%,2446,97.8%,2707,97.5%
O3,16464,96.8%,10663,96.3%,2540,98.1%,3033,97.9%
